Source Name	Comment[update information]	Comment[ENA_SAMPLE]	Material Type	Characteristics[organism]	Characteristics[specimen with known storage state]	Characteristics[cell line]	Characteristics[cell type]	Protocol REF	Protocol REF	Protocol REF	Extract Name	Material Type	Comment[LIBRARY_LAYOUT]	Comment[LIBRARY_SOURCE]	Comment[LIBRARY_STRATEGY]	Comment[LIBRARY_SELECTION]	Comment[ORIENTATION]	Comment[NOMINAL_LENGTH]	Protocol REF	Performer	Assay Name	Technology Type	Comment[ENA_EXPERIMENT]	Scan Name	Comment[SUBMITTED_FILE_NAME]	Comment[ENA_RUN]	Comment[FASTQ_URI]	Comment[SPOT_LENGTH]	Comment[READ_INDEX_1_BASE_COORD]	Comment[SPOT_LENGTH]	Comment[READ_INDEX_1_BASE_COORD]	FactorValue[growth condition]
2i_3_79	  	ERS1032078	single cell	Mus musculus	fresh specimen	G4	embryonic stem cell	P-MTAB-39477	P-MTAB-39478	P-MTAB-39479	2i_3_79	polyA RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	'5''-3''-3''-5'''	200	P-MTAB-39480	SANGER	Teichmann_2i_3_79_	sequencing assay	ERX1283505	Teichmann_2i_3_79_1.fastq.gz	Teichmann_2i_3_79_1.fastq.gz	ERR1211254	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/004/ERR1211254/ERR1211254_1.fastq.gz	200	101	100	101	standard 2i media + LIF
2i_3_79	  	ERS1032078	single cell	Mus musculus	fresh specimen	G4	embryonic stem cell	P-MTAB-39477	P-MTAB-39478	P-MTAB-39479	2i_3_79	polyA RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	'5''-3''-3''-5'''	200	P-MTAB-39480	SANGER	Teichmann_2i_3_79_	sequencing assay	ERX1283505	Teichmann_2i_3_79_2.fastq.gz	Teichmann_2i_3_79_2.fastq.gz	ERR1211254	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/004/ERR1211254/ERR1211254_2.fastq.gz	200	101	100	101	standard 2i media + LIF
2i_3_8	  	ERS1032007	single cell	Mus musculus	fresh specimen	G4	embryonic stem cell	P-MTAB-39477	P-MTAB-39478	P-MTAB-39479	2i_3_8	polyA RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	'5''-3''-3''-5'''	200	P-MTAB-39480	SANGER	Teichmann_2i_3_8_	sequencing assay	ERX1283434	Teichmann_2i_3_8_1.fastq.gz	Teichmann_2i_3_8_1.fastq.gz	ERR1211183	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/003/ERR1211183/ERR1211183_1.fastq.gz	200	101	100	101	standard 2i media + LIF
2i_3_8	  	ERS1032007	single cell	Mus musculus	fresh specimen	G4	embryonic stem cell	P-MTAB-39477	P-MTAB-39478	P-MTAB-39479	2i_3_8	polyA RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	'5''-3''-3''-5'''	200	P-MTAB-39480	SANGER	Teichmann_2i_3_8_	sequencing assay	ERX1283434	Teichmann_2i_3_8_2.fastq.gz	Teichmann_2i_3_8_2.fastq.gz	ERR1211183	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/003/ERR1211183/ERR1211183_2.fastq.gz	200	101	100	101	standard 2i media + LIF
2i_3_80	  	ERS1032079	single cell	Mus musculus	fresh specimen	G4	embryonic stem cell	P-MTAB-39477	P-MTAB-39478	P-MTAB-39479	2i_3_80	polyA RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	'5''-3''-3''-5'''	200	P-MTAB-39480	SANGER	Teichmann_2i_3_80_	sequencing assay	ERX1283506	Teichmann_2i_3_80_1.fastq.gz	Teichmann_2i_3_80_1.fastq.gz	ERR1211255	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/005/ERR1211255/ERR1211255_1.fastq.gz	200	101	100	101	standard 2i media + LIF
2i_3_80	  	ERS1032079	single cell	Mus musculus	fresh specimen	G4	embryonic stem cell	P-MTAB-39477	P-MTAB-39478	P-MTAB-39479	2i_3_80	polyA RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	'5''-3''-3''-5'''	200	P-MTAB-39480	SANGER	Teichmann_2i_3_80_	sequencing assay	ERX1283506	Teichmann_2i_3_80_2.fastq.gz	Teichmann_2i_3_80_2.fastq.gz	ERR1211255	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/005/ERR1211255/ERR1211255_2.fastq.gz	200	101	100	101	standard 2i media + LIF
2i_3_81	  	ERS1032080	single cell	Mus musculus	fresh specimen	G4	embryonic stem cell	P-MTAB-39477	P-MTAB-39478	P-MTAB-39479	2i_3_81	polyA RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	'5''-3''-3''-5'''	200	P-MTAB-39480	SANGER	Teichmann_2i_3_81_	sequencing assay	ERX1283507	Teichmann_2i_3_81_1.fastq.gz	Teichmann_2i_3_81_1.fastq.gz	ERR1211256	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/006/ERR1211256/ERR1211256_1.fastq.gz	200	101	100	101	standard 2i media + LIF
2i_3_81	  	ERS1032080	single cell	Mus musculus	fresh specimen	G4	embryonic stem cell	P-MTAB-39477	P-MTAB-39478	P-MTAB-39479	2i_3_81	polyA RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	'5''-3''-3''-5'''	200	P-MTAB-39480	SANGER	Teichmann_2i_3_81_	sequencing assay	ERX1283507	Teichmann_2i_3_81_2.fastq.gz	Teichmann_2i_3_81_2.fastq.gz	ERR1211256	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/006/ERR1211256/ERR1211256_2.fastq.gz	200	101	100	101	standard 2i media + LIF
2i_3_82	  	ERS1032081	single cell	Mus musculus	fresh specimen	G4	embryonic stem cell	P-MTAB-39477	P-MTAB-39478	P-MTAB-39479	2i_3_82	polyA RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	'5''-3''-3''-5'''	200	P-MTAB-39480	SANGER	Teichmann_2i_3_82_	sequencing assay	ERX1283508	Teichmann_2i_3_82_1.fastq.gz	Teichmann_2i_3_82_1.fastq.gz	ERR1211257	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/007/ERR1211257/ERR1211257_1.fastq.gz	200	101	100	101	standard 2i media + LIF
2i_3_82	  	ERS1032081	single cell	Mus musculus	fresh specimen	G4	embryonic stem cell	P-MTAB-39477	P-MTAB-39478	P-MTAB-39479	2i_3_82	polyA RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	'5''-3''-3''-5'''	200	P-MTAB-39480	SANGER	Teichmann_2i_3_82_	sequencing assay	ERX1283508	Teichmann_2i_3_82_2.fastq.gz	Teichmann_2i_3_82_2.fastq.gz	ERR1211257	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/007/ERR1211257/ERR1211257_2.fastq.gz	200	101	100	101	standard 2i media + LIF
2i_3_83	  	ERS1032082	single cell	Mus musculus	fresh specimen	G4	embryonic stem cell	P-MTAB-39477	P-MTAB-39478	P-MTAB-39479	2i_3_83	polyA RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	'5''-3''-3''-5'''	200	P-MTAB-39480	SANGER	Teichmann_2i_3_83_	sequencing assay	ERX1283509	Teichmann_2i_3_83_1.fastq.gz	Teichmann_2i_3_83_1.fastq.gz	ERR1211258	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/008/ERR1211258/ERR1211258_1.fastq.gz	200	101	100	101	standard 2i media + LIF
2i_3_83	  	ERS1032082	single cell	Mus musculus	fresh specimen	G4	embryonic stem cell	P-MTAB-39477	P-MTAB-39478	P-MTAB-39479	2i_3_83	polyA RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	'5''-3''-3''-5'''	200	P-MTAB-39480	SANGER	Teichmann_2i_3_83_	sequencing assay	ERX1283509	Teichmann_2i_3_83_2.fastq.gz	Teichmann_2i_3_83_2.fastq.gz	ERR1211258	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/008/ERR1211258/ERR1211258_2.fastq.gz	200	101	100	101	standard 2i media + LIF
2i_3_84	  	ERS1032083	single cell	Mus musculus	fresh specimen	G4	embryonic stem cell	P-MTAB-39477	P-MTAB-39478	P-MTAB-39479	2i_3_84	polyA RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	'5''-3''-3''-5'''	200	P-MTAB-39480	SANGER	Teichmann_2i_3_84_	sequencing assay	ERX1283510	Teichmann_2i_3_84_1.fastq.gz	Teichmann_2i_3_84_1.fastq.gz	ERR1211259	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/009/ERR1211259/ERR1211259_1.fastq.gz	200	101	100	101	standard 2i media + LIF
2i_3_84	  	ERS1032083	single cell	Mus musculus	fresh specimen	G4	embryonic stem cell	P-MTAB-39477	P-MTAB-39478	P-MTAB-39479	2i_3_84	polyA RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	'5''-3''-3''-5'''	200	P-MTAB-39480	SANGER	Teichmann_2i_3_84_	sequencing assay	ERX1283510	Teichmann_2i_3_84_2.fastq.gz	Teichmann_2i_3_84_2.fastq.gz	ERR1211259	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/009/ERR1211259/ERR1211259_2.fastq.gz	200	101	100	101	standard 2i media + LIF
2i_3_85	  	ERS1032084	single cell	Mus musculus	fresh specimen	G4	embryonic stem cell	P-MTAB-39477	P-MTAB-39478	P-MTAB-39479	2i_3_85	polyA RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	'5''-3''-3''-5'''	200	P-MTAB-39480	SANGER	Teichmann_2i_3_85_	sequencing assay	ERX1283511	Teichmann_2i_3_85_1.fastq.gz	Teichmann_2i_3_85_1.fastq.gz	ERR1211260	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/000/ERR1211260/ERR1211260_1.fastq.gz	200	101	100	101	standard 2i media + LIF
2i_3_85	  	ERS1032084	single cell	Mus musculus	fresh specimen	G4	embryonic stem cell	P-MTAB-39477	P-MTAB-39478	P-MTAB-39479	2i_3_85	polyA RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	'5''-3''-3''-5'''	200	P-MTAB-39480	SANGER	Teichmann_2i_3_85_	sequencing assay	ERX1283511	Teichmann_2i_3_85_2.fastq.gz	Teichmann_2i_3_85_2.fastq.gz	ERR1211260	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/000/ERR1211260/ERR1211260_2.fastq.gz	200	101	100	101	standard 2i media + LIF
2i_3_86	  	ERS1032085	single cell	Mus musculus	fresh specimen	G4	embryonic stem cell	P-MTAB-39477	P-MTAB-39478	P-MTAB-39479	2i_3_86	polyA RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	'5''-3''-3''-5'''	200	P-MTAB-39480	SANGER	Teichmann_2i_3_86_	sequencing assay	ERX1283512	Teichmann_2i_3_86_1.fastq.gz	Teichmann_2i_3_86_1.fastq.gz	ERR1211261	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/001/ERR1211261/ERR1211261_1.fastq.gz	200	101	100	101	standard 2i media + LIF
2i_3_86	  	ERS1032085	single cell	Mus musculus	fresh specimen	G4	embryonic stem cell	P-MTAB-39477	P-MTAB-39478	P-MTAB-39479	2i_3_86	polyA RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	'5''-3''-3''-5'''	200	P-MTAB-39480	SANGER	Teichmann_2i_3_86_	sequencing assay	ERX1283512	Teichmann_2i_3_86_2.fastq.gz	Teichmann_2i_3_86_2.fastq.gz	ERR1211261	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/001/ERR1211261/ERR1211261_2.fastq.gz	200	101	100	101	standard 2i media + LIF
2i_3_87	  	ERS1032086	single cell	Mus musculus	fresh specimen	G4	embryonic stem cell	P-MTAB-39477	P-MTAB-39478	P-MTAB-39479	2i_3_87	polyA RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	'5''-3''-3''-5'''	200	P-MTAB-39480	SANGER	Teichmann_2i_3_87_	sequencing assay	ERX1283513	Teichmann_2i_3_87_1.fastq.gz	Teichmann_2i_3_87_1.fastq.gz	ERR1211262	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/002/ERR1211262/ERR1211262_1.fastq.gz	200	101	100	101	standard 2i media + LIF
2i_3_87	  	ERS1032086	single cell	Mus musculus	fresh specimen	G4	embryonic stem cell	P-MTAB-39477	P-MTAB-39478	P-MTAB-39479	2i_3_87	polyA RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	'5''-3''-3''-5'''	200	P-MTAB-39480	SANGER	Teichmann_2i_3_87_	sequencing assay	ERX1283513	Teichmann_2i_3_87_2.fastq.gz	Teichmann_2i_3_87_2.fastq.gz	ERR1211262	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/002/ERR1211262/ERR1211262_2.fastq.gz	200	101	100	101	standard 2i media + LIF
2i_3_88	  	ERS1032087	single cell	Mus musculus	fresh specimen	G4	embryonic stem cell	P-MTAB-39477	P-MTAB-39478	P-MTAB-39479	2i_3_88	polyA RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	'5''-3''-3''-5'''	200	P-MTAB-39480	SANGER	Teichmann_2i_3_88_	sequencing assay	ERX1283514	Teichmann_2i_3_88_1.fastq.gz	Teichmann_2i_3_88_1.fastq.gz	ERR1211263	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/003/ERR1211263/ERR1211263_1.fastq.gz	200	101	100	101	standard 2i media + LIF
2i_3_88	  	ERS1032087	single cell	Mus musculus	fresh specimen	G4	embryonic stem cell	P-MTAB-39477	P-MTAB-39478	P-MTAB-39479	2i_3_88	polyA RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	'5''-3''-3''-5'''	200	P-MTAB-39480	SANGER	Teichmann_2i_3_88_	sequencing assay	ERX1283514	Teichmann_2i_3_88_2.fastq.gz	Teichmann_2i_3_88_2.fastq.gz	ERR1211263	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/003/ERR1211263/ERR1211263_2.fastq.gz	200	101	100	101	standard 2i media + LIF
2i_3_89	  	ERS1032088	single cell	Mus musculus	fresh specimen	G4	embryonic stem cell	P-MTAB-39477	P-MTAB-39478	P-MTAB-39479	2i_3_89	polyA RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	'5''-3''-3''-5'''	200	P-MTAB-39480	SANGER	Teichmann_2i_3_89_	sequencing assay	ERX1283515	Teichmann_2i_3_89_1.fastq.gz	Teichmann_2i_3_89_1.fastq.gz	ERR1211264	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/004/ERR1211264/ERR1211264_1.fastq.gz	200	101	100	101	standard 2i media + LIF
2i_3_89	  	ERS1032088	single cell	Mus musculus	fresh specimen	G4	embryonic stem cell	P-MTAB-39477	P-MTAB-39478	P-MTAB-39479	2i_3_89	polyA RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	'5''-3''-3''-5'''	200	P-MTAB-39480	SANGER	Teichmann_2i_3_89_	sequencing assay	ERX1283515	Teichmann_2i_3_89_2.fastq.gz	Teichmann_2i_3_89_2.fastq.gz	ERR1211264	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/004/ERR1211264/ERR1211264_2.fastq.gz	200	101	100	101	standard 2i media + LIF
2i_3_9	  	ERS1032008	single cell	Mus musculus	fresh specimen	G4	embryonic stem cell	P-MTAB-39477	P-MTAB-39478	P-MTAB-39479	2i_3_9	polyA RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	'5''-3''-3''-5'''	200	P-MTAB-39480	SANGER	Teichmann_2i_3_9_	sequencing assay	ERX1283435	Teichmann_2i_3_9_1.fastq.gz	Teichmann_2i_3_9_1.fastq.gz	ERR1211184	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/004/ERR1211184/ERR1211184_1.fastq.gz	200	101	100	101	standard 2i media + LIF
2i_3_9	  	ERS1032008	single cell	Mus musculus	fresh specimen	G4	embryonic stem cell	P-MTAB-39477	P-MTAB-39478	P-MTAB-39479	2i_3_9	polyA RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	'5''-3''-3''-5'''	200	P-MTAB-39480	SANGER	Teichmann_2i_3_9_	sequencing assay	ERX1283435	Teichmann_2i_3_9_2.fastq.gz	Teichmann_2i_3_9_2.fastq.gz	ERR1211184	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/004/ERR1211184/ERR1211184_2.fastq.gz	200	101	100	101	standard 2i media + LIF
2i_3_90	  	ERS1032089	single cell	Mus musculus	fresh specimen	G4	embryonic stem cell	P-MTAB-39477	P-MTAB-39478	P-MTAB-39479	2i_3_90	polyA RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	'5''-3''-3''-5'''	200	P-MTAB-39480	SANGER	Teichmann_2i_3_90_	sequencing assay	ERX1283516	Teichmann_2i_3_90_1.fastq.gz	Teichmann_2i_3_90_1.fastq.gz	ERR1211265	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/005/ERR1211265/ERR1211265_1.fastq.gz	200	101	100	101	standard 2i media + LIF
2i_3_90	  	ERS1032089	single cell	Mus musculus	fresh specimen	G4	embryonic stem cell	P-MTAB-39477	P-MTAB-39478	P-MTAB-39479	2i_3_90	polyA RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	'5''-3''-3''-5'''	200	P-MTAB-39480	SANGER	Teichmann_2i_3_90_	sequencing assay	ERX1283516	Teichmann_2i_3_90_2.fastq.gz	Teichmann_2i_3_90_2.fastq.gz	ERR1211265	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/005/ERR1211265/ERR1211265_2.fastq.gz	200	101	100	101	standard 2i media + LIF
2i_3_91	  	ERS1032090	single cell	Mus musculus	fresh specimen	G4	embryonic stem cell	P-MTAB-39477	P-MTAB-39478	P-MTAB-39479	2i_3_91	polyA RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	'5''-3''-3''-5'''	200	P-MTAB-39480	SANGER	Teichmann_2i_3_91_	sequencing assay	ERX1283517	Teichmann_2i_3_91_1.fastq.gz	Teichmann_2i_3_91_1.fastq.gz	ERR1211266	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/006/ERR1211266/ERR1211266_1.fastq.gz	200	101	100	101	standard 2i media + LIF
2i_3_91	  	ERS1032090	single cell	Mus musculus	fresh specimen	G4	embryonic stem cell	P-MTAB-39477	P-MTAB-39478	P-MTAB-39479	2i_3_91	polyA RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	'5''-3''-3''-5'''	200	P-MTAB-39480	SANGER	Teichmann_2i_3_91_	sequencing assay	ERX1283517	Teichmann_2i_3_91_2.fastq.gz	Teichmann_2i_3_91_2.fastq.gz	ERR1211266	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/006/ERR1211266/ERR1211266_2.fastq.gz	200	101	100	101	standard 2i media + LIF
2i_3_92	  	ERS1032091	single cell	Mus musculus	fresh specimen	G4	embryonic stem cell	P-MTAB-39477	P-MTAB-39478	P-MTAB-39479	2i_3_92	polyA RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	'5''-3''-3''-5'''	200	P-MTAB-39480	SANGER	Teichmann_2i_3_92_	sequencing assay	ERX1283518	Teichmann_2i_3_92_1.fastq.gz	Teichmann_2i_3_92_1.fastq.gz	ERR1211267	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/007/ERR1211267/ERR1211267_1.fastq.gz	200	101	100	101	standard 2i media + LIF
2i_3_92	  	ERS1032091	single cell	Mus musculus	fresh specimen	G4	embryonic stem cell	P-MTAB-39477	P-MTAB-39478	P-MTAB-39479	2i_3_92	polyA RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	'5''-3''-3''-5'''	200	P-MTAB-39480	SANGER	Teichmann_2i_3_92_	sequencing assay	ERX1283518	Teichmann_2i_3_92_2.fastq.gz	Teichmann_2i_3_92_2.fastq.gz	ERR1211267	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/007/ERR1211267/ERR1211267_2.fastq.gz	200	101	100	101	standard 2i media + LIF
2i_3_93	  	ERS1032092	single cell	Mus musculus	fresh specimen	G4	embryonic stem cell	P-MTAB-39477	P-MTAB-39478	P-MTAB-39479	2i_3_93	polyA RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	'5''-3''-3''-5'''	200	P-MTAB-39480	SANGER	Teichmann_2i_3_93_	sequencing assay	ERX1283519	Teichmann_2i_3_93_1.fastq.gz	Teichmann_2i_3_93_1.fastq.gz	ERR1211268	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/008/ERR1211268/ERR1211268_1.fastq.gz	200	101	100	101	standard 2i media + LIF
2i_3_93	  	ERS1032092	single cell	Mus musculus	fresh specimen	G4	embryonic stem cell	P-MTAB-39477	P-MTAB-39478	P-MTAB-39479	2i_3_93	polyA RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	'5''-3''-3''-5'''	200	P-MTAB-39480	SANGER	Teichmann_2i_3_93_	sequencing assay	ERX1283519	Teichmann_2i_3_93_2.fastq.gz	Teichmann_2i_3_93_2.fastq.gz	ERR1211268	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/008/ERR1211268/ERR1211268_2.fastq.gz	200	101	100	101	standard 2i media + LIF
2i_3_94	  	ERS1032093	single cell	Mus musculus	fresh specimen	G4	embryonic stem cell	P-MTAB-39477	P-MTAB-39478	P-MTAB-39479	2i_3_94	polyA RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	'5''-3''-3''-5'''	200	P-MTAB-39480	SANGER	Teichmann_2i_3_94_	sequencing assay	ERX1283520	Teichmann_2i_3_94_1.fastq.gz	Teichmann_2i_3_94_1.fastq.gz	ERR1211269	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/009/ERR1211269/ERR1211269_1.fastq.gz	200	101	100	101	standard 2i media + LIF
2i_3_94	  	ERS1032093	single cell	Mus musculus	fresh specimen	G4	embryonic stem cell	P-MTAB-39477	P-MTAB-39478	P-MTAB-39479	2i_3_94	polyA RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	'5''-3''-3''-5'''	200	P-MTAB-39480	SANGER	Teichmann_2i_3_94_	sequencing assay	ERX1283520	Teichmann_2i_3_94_2.fastq.gz	Teichmann_2i_3_94_2.fastq.gz	ERR1211269	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/009/ERR1211269/ERR1211269_2.fastq.gz	200	101	100	101	standard 2i media + LIF
2i_3_95	  	ERS1032094	single cell	Mus musculus	fresh specimen	G4	embryonic stem cell	P-MTAB-39477	P-MTAB-39478	P-MTAB-39479	2i_3_95	polyA RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	'5''-3''-3''-5'''	200	P-MTAB-39480	SANGER	Teichmann_2i_3_95_	sequencing assay	ERX1283521	Teichmann_2i_3_95_1.fastq.gz	Teichmann_2i_3_95_1.fastq.gz	ERR1211270	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/000/ERR1211270/ERR1211270_1.fastq.gz	200	101	100	101	standard 2i media + LIF
2i_3_95	  	ERS1032094	single cell	Mus musculus	fresh specimen	G4	embryonic stem cell	P-MTAB-39477	P-MTAB-39478	P-MTAB-39479	2i_3_95	polyA RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	'5''-3''-3''-5'''	200	P-MTAB-39480	SANGER	Teichmann_2i_3_95_	sequencing assay	ERX1283521	Teichmann_2i_3_95_2.fastq.gz	Teichmann_2i_3_95_2.fastq.gz	ERR1211270	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/000/ERR1211270/ERR1211270_2.fastq.gz	200	101	100	101	standard 2i media + LIF
2i_3_96	  	ERS1032095	single cell	Mus musculus	fresh specimen	G4	embryonic stem cell	P-MTAB-39477	P-MTAB-39478	P-MTAB-39479	2i_3_96	polyA RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	'5''-3''-3''-5'''	200	P-MTAB-39480	SANGER	Teichmann_2i_3_96_	sequencing assay	ERX1283522	Teichmann_2i_3_96_1.fastq.gz	Teichmann_2i_3_96_1.fastq.gz	ERR1211271	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/001/ERR1211271/ERR1211271_1.fastq.gz	200	101	100	101	standard 2i media + LIF
2i_3_96	  	ERS1032095	single cell	Mus musculus	fresh specimen	G4	embryonic stem cell	P-MTAB-39477	P-MTAB-39478	P-MTAB-39479	2i_3_96	polyA RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	'5''-3''-3''-5'''	200	P-MTAB-39480	SANGER	Teichmann_2i_3_96_	sequencing assay	ERX1283522	Teichmann_2i_3_96_2.fastq.gz	Teichmann_2i_3_96_2.fastq.gz	ERR1211271	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/001/ERR1211271/ERR1211271_2.fastq.gz	200	101	100	101	standard 2i media + LIF
2i_30	  	ERS471202	single cell	Mus musculus	fresh specimen	G4	embryonic stem cell	P-MTAB-39477	P-MTAB-39478	P-MTAB-39479	2i_30	polyA RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	'5''-3''-3''-5'''	200	P-MTAB-39480	SANGER	Teichmann_2i_2_30_	sequencing assay	ERX488378	Teichmann_2i_2_30_1.fastq.gz	Teichmann_2i_2_30_1.fastq.gz	ERR522995	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522995/ERR522995_1.fastq.gz	200	101	100	101	standard 2i media + LIF
2i_30	  	ERS471202	single cell	Mus musculus	fresh specimen	G4	embryonic stem cell	P-MTAB-39477	P-MTAB-39478	P-MTAB-39479	2i_30	polyA RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	'5''-3''-3''-5'''	200	P-MTAB-39480	SANGER	Teichmann_2i_2_30_	sequencing assay	ERX488378	Teichmann_2i_2_30_2.fastq.gz	Teichmann_2i_2_30_2.fastq.gz	ERR522995	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522995/ERR522995_2.fastq.gz	200	101	100	101	standard 2i media + LIF
2i_31	  	ERS471134	single cell	Mus musculus	fresh specimen	G4	embryonic stem cell	P-MTAB-39477	P-MTAB-39478	P-MTAB-39479	2i_31	polyA RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	'5''-3''-3''-5'''	200	P-MTAB-39480	SANGER	Teichmann_2i_2_31_	sequencing assay	ERX488310	Teichmann_2i_2_31_1.fastq.gz	Teichmann_2i_2_31_1.fastq.gz	ERR523204	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR523/ERR523204/ERR523204_1.fastq.gz	200	101	100	101	standard 2i media + LIF
